x,y,z,Bx,By,Bz
-20,-132.79,37.5,-97.63680000000001,-20.928200000000004,43.9166
-20,-132.79,67.2,-74.55279999999999,-6.991839999999999,42.5634
-60,-132.79,67.2,-89.04920000000001,10.88744,31.9826
-100,-132.79,67.2,-96.8138,34.720800000000004,24.770999999999997
-140,-132.79,67.2,-92.72219999999999,62.6926,24.7762
-180,-132.79,67.2,-75.8522,86.22040000000001,30.036599999999996
-180,-132.79,107.5,-58.6098,71.8302,36.032199999999996
-140,-132.79,107.5,-65.6,55.3524,31.6446
-100,-132.79,107.5,-66.4944,37.3996,31.5934
-60,-132.79,107.5,-61.256,21.009,35.303000000000004
-20,-132.79,107.5,-51.1782,7.57338,42.1
-20,-132.79,147.2,-34.4764,17.732879999999998,40.2514
-60,-132.79,147.2,-41.447,27.6936,36.2356
-100,-132.79,147.2,-45.349,39.6952,34.488600000000005
-140,-132.79,147.2,-45.5388,52.587399999999995,35.639199999999995
-180,-132.79,147.2,-42.4196,64.99340000000001,40.1032
-180,-132.79,187.3,-28.3416,61.7676,41.2988
-140,-132.79,187.3,-30.215799999999998,51.702000000000005,36.687
-100,-132.79,187.3,-29.894199999999998,41.6906,34.9392
-60,-132.79,187.3,-27.173600000000004,32.516400000000004,35.2622
-20,-132.79,187.3,-22.4146,24.7444,37.3462
-20,-52.79,37.5,-88.552,-0.0332,13.13086
-60,-52.79,37.5,-88.679,36.2646,2.57644
-100,-52.79,37.5,-72.58160000000001,36.785999999999994,-6.102180000000001
-140,-52.79,37.5,-95.7148,35.664,-0.76398
-180,-52.79,37.5,-105.2912,67.9754,15.767720000000002
-180,-52.79,67.8,-73.48939999999999,61.187799999999996,16.56088
-140,-52.79,67.8,-74.408,47.218999999999994,7.15334
-100,-52.79,67.8,-69.9554,39.0486,5.371659999999999
-60,-52.79,67.8,-71.0412,29.459600000000002,11.18482
-20,-52.79,67.8,-65.9158,12.057839999999999,19.3854
-20,-52.79,107.3,-47.0746,21.663400000000003,25.6
-60,-52.79,107.3,-52.0346,31.2678,19.5218
-100,-52.79,107.3,-53.5308,40.1472,15.9366
-140,-52.79,107.3,-53.3728,48.0822,16.64998
-180,-52.79,107.3,-50.427200000000006,54.9268,22.540599999999998
-180,-52.79,147.8,-36.7622,51.2848,27.6816
-140,-52.79,147.8,-38.6922,46.6986,23.2026
-100,-52.79,147.8,-39.090799999999994,40.6456,22.4756
-60,-52.79,147.8,-37.8898,33.918000000000006,24.6594
-20,-52.79,147.8,-34.6088,27.502399999999998,28.828799999999998
-20,-52.79,187.3,-25.669999999999998,30.977,29.5124
-60,-52.79,187.3,-27.495000000000005,35.7528,26.9364
-100,-52.79,187.3,-28.098200000000002,40.905,25.9116
-140,-52.79,187.3,-27.565,45.69819999999999,27.134000000000004
-180,-52.79,187.3,-26.3216,49.239,31.2368
-180,27.21,37.8,-57.1512,39.699200000000005,-66.4792
-140,27.21,37.8,-45.5894,47.702600000000004,-66.33479999999999
-100,27.21,37.8,-52.479,65.2976,-39.0846
-60,27.21,37.8,-72.4268,58.5182,-17.60586
-20,27.21,37.8,-69.3914,19.423399999999997,0.5558
-20,27.21,67.4,-47.6546,31.5214,10.2351
-60,27.21,67.4,-48.7784,50.014799999999994,-4.50276
-100,27.21,67.4,-39.365,55.757999999999996,-19.354100000000003
-140,27.21,67.4,-33.4106,48.732600000000005,-30.5448
-180,27.21,67.4,-34.182399999999994,41.79,-29.352
-180,27.21,107.9,-25.108600000000003,41.3324,-2.3289400000000002
-140,27.21,107.9,-26.462600000000002,46.285399999999996,-4.4073
-100,27.21,107.9,-30.2838,48.789,0.21858
-60,27.21,107.9,-34.554,45.596599999999995,8.66668
-20,27.21,107.9,-34.6852,37.6,18.62556
-20,27.21,147.5,-28.344600000000003,39.2678,23.3186
-60,27.21,147.5,-27.543400000000002,43.3816,16.66404
-100,27.21,147.5,-25.165399999999998,45.203199999999995,11.632719999999999
-140,27.21,147.5,-22.8308,44.0816,9.58494
-180,27.21,147.5,-21.8388,40.851,11.334760000000001
-180,27.21,187.7,-18.8024,40.7928,17.84916
-140,27.21,187.7,-19.4914,42.617,16.27348
-100,27.21,187.7,-21.135199999999998,43.0878,17.2594
-60,27.21,187.7,-22.928800000000003,41.84100000000001,20.423
-20,27.21,187.7,-24.0788,39.1544,25.0396
-20,107.21,37.2,-40.0528,83.8812,22.352800000000002
-60,107.21,37.2,-6.4261,124.74700000000001,-17.086940000000002
-100,107.21,37.2,62.9798,137.2052,-56.0818
-140,107.21,37.2,128.098,76.0214,-69.7034
-180,107.21,37.2,106.501,0.22278000000000003,-61.3092
-180,107.21,67.8,54.2926,21.4434,-25.595999999999997
-140,107.21,67.8,57.833,61.192,-29.564
-100,107.21,67.8,29.8568,93.2442,-18.8122
-60,107.21,67.8,-6.61544,93.70280000000001,2.31088
-20,107.21,67.8,-28.577600000000004,72.2218,26.509
-20,107.21,107.1,-24.8048,62.645799999999994,29.136599999999994
-60,107.21,107.1,-13.151400000000002,70.8488,14.8311
-100,107.21,107.1,2.8675200000000003,67.5596,2.40128
-140,107.21,107.1,14.32494,51.51720000000001,-4.3003
-180,107.21,107.1,14.23006,31.0048,-3.3493399999999998
-180,107.21,147.9,-4.221240000000001,34.6722,5.02712
-140,107.21,147.9,-4.698119999999999,46.684,5.0117199999999995
-100,107.21,147.9,-10.342060000000002,56.36879999999999,9.6556
-60,107.21,147.9,-18.20954,59.6584,18.49944
-20,107.21,147.9,-24.926199999999998,56.212399999999995,28.910200000000003
-20,107.21,187.0,-24.3896,51.443400000000004,27.323999999999998
-60,107.21,187.0,-19.688,53.4308,18.8044
-100,107.21,187.0,-14.825220000000003,50.59020000000001,11.756480000000002
-140,107.21,187.0,-11.27238,43.9096,8.062539999999998
-180,107.21,187.0,-10.42868,36.1262,8.24646
