x,y,z,Bx,By,Bz
60,-92.79,186.9,-16.24972,21.565399999999997,40.5136
100,-92.79,186.9,-13.161380000000001,21.6638,44.599399999999996
140,-92.79,186.9,-12.39662,23.0788,48.150600000000004
180,-92.79,186.9,-14.555279999999998,24.637199999999996,50.454600000000006
180,-92.79,227.4,-10.596540000000001,21.6536,41.447799999999994
140,-92.79,227.4,-9.176480000000002,22.2432,40.1856
100,-92.79,227.4,-9.61306,22.910800000000002,38.084
60,-92.79,227.4,-11.2621,24.7742,35.2892
20,-92.79,227.4,-13.73692,27.2494,33.011599999999994
20,-92.79,266.9,-9.36252,29.066399999999998,28.827199999999998
60,-92.79,266.9,-8.07558,26.0812,30.1908
100,-92.79,266.9,-7.166660000000001,23.8296,31.648000000000003
140,-92.79,266.9,-6.949420000000001,22.220599999999997,32.816599999999994
180,-92.79,266.9,-7.44884,20.2194,33.721799999999995
180,-92.79,307.6,-4.8068800000000005,19.2026,27.171200000000002
140,-92.79,307.6,-4.6837800000000005,21.751199999999997,26.5524
100,-92.79,307.6,-4.77342,24.12,25.8888
60,-92.79,307.6,-5.13172,26.5778,25.4112
20,-92.79,307.6,-5.60846,29.6842,24.858400000000003
20,-92.79,346.8,-2.53204,29.649200000000004,20.8662
60,-92.79,346.8,-2.66252,26.6152,20.8768
100,-92.79,346.8,-2.7505800000000002,23.781599999999997,21.0972
140,-92.79,346.8,-2.8708799999999997,21.3114,21.2432
180,-92.79,346.8,-2.97964,18.895999999999997,21.471999999999998
180,-12.79,36.9,-37.3406,94.75200000000001,58.98720000000001
140,-12.79,36.9,-2.5482400000000003,68.312,36.9836
100,-12.79,36.9,10.721459999999999,28.9826,20.321
60,-12.79,36.9,-6.252080000000001,-7.224739999999999,14.805940000000001
20,-12.79,36.9,-45.628,-15.81308,12.280660000000001
20,-12.79,66.8,-39.855799999999995,7.931619999999999,20.826399999999996
60,-12.79,66.8,-19.3248,11.826400000000001,27.2352
100,-12.79,66.8,-9.72268,30.5004,34.6562
140,-12.79,66.8,-17.57206,52.8312,45.6192
180,-12.79,66.8,-39.8986,68.0774,56.756800000000005
180,-12.79,106.7,-38.557399999999994,46.8012,52.4746
140,-12.79,106.7,-25.929999999999996,40.6734,47.3534
100,-12.79,106.7,-21.2234,30.876399999999997,41.050200000000004
60,-12.79,106.7,-24.9072,23.576399999999996,34.371399999999994
20,-12.79,106.7,-33.5098,22.8262,27.528800000000004
20,-12.79,146.8,-28.305799999999998,29.5508,29.8994
60,-12.79,146.8,-24.8676,28.290599999999998,35.7858
100,-12.79,146.8,-23.9006,30.2618,40.8376
140,-12.79,146.8,-27.086,33.36300000000001,44.8376
180,-12.79,146.8,-34.498,34.3316,47.5188
180,-12.79,186.6,-29.3576,27.6348,41.8904
140,-12.79,186.6,-25.0382,29.017600000000005,40.521
100,-12.79,186.6,-22.8264,29.231399999999997,37.919000000000004
60,-12.79,186.6,-22.646,29.991999999999997,34.2654
20,-12.79,186.6,-23.754,31.772,30.281599999999997
20,-12.79,226.5,-19.4074,32.614,28.7082
60,-12.79,226.5,-19.3992,30.0572,31.7262
100,-12.79,226.5,-19.9604,28.244600000000002,34.0696
140,-12.79,226.5,-21.557199999999998,26.5214,35.7244
180,-12.79,226.5,-23.8522,23.4488,36.9166
180,-12.79,266.6,-19.566200000000002,21.57,31.5764
140,-12.79,266.6,-18.246,24.576199999999996,30.919400000000003
100,-12.79,266.6,-17.06042,27.203,29.724600000000002
60,-12.79,266.6,-16.222,29.6346,28.209200000000003
20,-12.79,266.6,-15.655039999999998,32.557399999999994,26.031
20,-12.79,306.4,-12.39826,31.6334,23.267
60,-12.79,306.4,-13.232520000000003,29.0124,24.260399999999997
100,-12.79,306.4,-14.1819,26.2786,25.2702
140,-12.79,306.4,-15.085739999999998,23.4996,26.0438
180,-12.79,306.4,-15.864620000000002,20.4516,26.6364
180,-12.79,346.6,-13.09882,19.793,21.9104
140,-12.79,346.6,-12.443139999999998,22.3582,21.6852
100,-12.79,346.6,-11.55826,25.0778,21.2272
60,-12.79,346.6,-10.505239999999999,27.907799999999998,20.5668
20,-12.79,346.6,-9.38158,30.5746,20.0384
20,67.21,37.0,-29.060000000000002,8.691439999999998,30.345
60,67.21,37.0,18.395799999999998,1.97174,44.9118
100,67.21,37.0,51.944,46.3258,50.2332
140,67.21,37.0,18.118399999999998,105.2094,54.2812
180,67.21,37.0,-52.3402,116.0988,56.9032
180,67.21,66.9,-48.974,77.7122,52.5706
140,67.21,66.9,-12.655739999999998,70.66799999999999,52.3818
100,67.21,66.9,4.60436,45.9826,49.0822
60,67.21,66.9,-5.807,26.8372,42.7136
20,67.21,66.9,-26.206999999999997,30.0048,30.928800000000003
20,67.21,107.1,-26.2986,40.5598,31.8936
60,67.21,107.1,-21.1434,37.980599999999995,40.3644
100,67.21,107.1,-20.4888,42.9604,45.543
140,67.21,107.1,-29.8496,49.387,48.1774
180,67.21,107.1,-47.160799999999995,49.735,48.2772
180,67.21,147.0,-43.4542,35.1784,44.2246
140,67.21,147.0,-34.245,38.1606,44.23180000000001
100,67.21,147.0,-28.3918,38.4836,42.290200000000006
60,67.21,147.0,-26.407600000000002,39.263999999999996,38.159
20,67.21,147.0,-26.356599999999997,42.492399999999996,31.7946
20,67.21,186.9,-25.3986,41.516999999999996,30.3018
60,67.21,186.9,-27.1098,38.1264,34.97
100,67.21,186.9,-29.5698,35.2896,38.04260000000001
140,67.21,186.9,-33.4866,32.4404,39.4656
180,67.21,186.9,-38.5144,27.837,39.9176
180,67.21,226.9,-33.1246,23.803,35.819
140,67.21,226.9,-30.287600000000005,28.655599999999996,35.3778
100,67.21,226.9,-27.571,32.0652,34.5328
60,67.21,226.9,-25.201599999999996,35.7586,32.147
20,67.21,226.9,-23.0406,39.512600000000006,28.2858
20,67.21,266.8,-20.7312,37.064,25.5004
60,67.21,266.8,-23.0176,33.3756,28.520200000000003
100,67.21,266.8,-25.209799999999998,29.625,30.2526
140,67.21,266.8,-27.221400000000003,25.9518,30.8864
180,67.21,266.8,-28.888,21.727800000000002,31.1782
180,67.21,307.2,-25.220599999999997,20.4868,26.4842
140,67.21,307.2,-24.072,24.0048,26.476
100,67.21,307.2,-22.4464,27.6254,25.923800000000004
60,67.21,307.2,-20.418,31.253400000000003,24.596
20,67.21,307.2,-18.111340000000002,34.3476,23.3722
20,67.21,346.8,-15.47868,31.8556,20.283199999999997
60,67.21,346.8,-17.73418,28.8486,21.4114
100,67.21,346.8,-19.60642,25.684,22.025799999999997
140,67.21,346.8,-21.066,22.624,22.113599999999998
180,67.21,346.8,-22.0392,19.7082,21.9474
180,147.21,37.1,-70.65899999999999,97.6136,70.33500000000001
140,147.21,37.1,-21.0612,85.47739999999999,92.0398
100,147.21,37.1,3.32272,52.794399999999996,102.9896
60,147.21,37.1,-20.5748,28.0566,95.6466
20,147.21,37.1,-55.85680000000001,57.9024,75.756
20,147.21,67.0,-39.474599999999995,64.58500000000001,63.6042
60,147.21,67.0,-30.093400000000003,45.7754,76.2492
100,147.21,67.0,-24.0096,50.2104,79.7508
140,147.21,67.0,-37.7888,61.819199999999995,73.50999999999999
180,147.21,67.0,-66.7174,62.4776,61.5032
180,147.21,107.0,-59.714,39.6914,52.8566
140,147.21,107.0,-45.895,44.3694,60.00439999999999
100,147.21,107.0,-37.695,45.724799999999995,63.4224
60,147.21,107.0,-35.9518,50.529,61.3912
20,147.21,107.0,-34.7968,62.804399999999994,53.5288
20,147.21,146.9,-34.215,58.85199999999999,45.275600000000004
60,147.21,146.9,-37.6086,48.9516,51.419799999999995
100,147.21,146.9,-40.9948,41.218599999999995,53.328399999999995
140,147.21,146.9,-46.317,35.1636,51.51180000000001
180,147.21,146.9,-53.2812,28.593200000000003,47.0908
180,147.21,187.0,-47.603,23.371199999999998,42.1082
140,147.21,187.0,-43.9058,29.925400000000003,45.070600000000006
100,147.21,187.0,-40.27,36.8548,46.327799999999996
60,147.21,187.0,-36.8408,44.94859999999999,44.793
20,147.21,187.0,-33.0248,53.9838,39.5452
20,147.21,226.7,-29.950599999999998,49.6448,34.493
60,147.21,226.7,-33.9654,41.409600000000005,39.2474
100,147.21,226.7,-37.147,33.705999999999996,40.719
140,147.21,226.7,-39.8896,26.6974,40.0522
180,147.21,226.7,-42.1162,20.7446,37.928
180,147.21,267.0,-38.6368,19.6634,32.1864
140,147.21,267.0,-37.2292,24.87,33.7754
100,147.21,267.0,-35.0032,31.1354,34.260799999999996
60,147.21,267.0,-31.893,37.5506,33.5102
20,147.21,267.0,-27.620800000000003,44.7434,29.8512
20,147.21,306.9,-24.8692,39.8172,25.8268
60,147.21,306.9,-29.0234,33.8596,28.58
100,147.21,306.9,-31.970599999999997,27.8922,29.400399999999998
140,147.21,306.9,-33.904,22.803600000000003,28.6344
180,147.21,306.9,-34.9876,18.3042,27.333600000000004
180,147.21,347.1,-31.6912,17.658099999999997,22.1758
140,147.21,347.1,-30.7166,21.2366,23.4844
100,147.21,347.1,-28.939999999999998,25.7316,24.0414
60,147.21,347.1,-26.2438,30.198600000000003,24.1362
20,147.21,347.1,-22.5068,34.886,22.6534
