0,1580671171.866621970,3663515971.866621970,0.00,20.00,30.00,0.319190000,0.524930000,-0.352410000,-7.95,22.47,37.25
0,1580671172.867197040,3663515972.867197040,0.00,20.00,30.00,0.319120000,0.524870000,-0.352480000,-7.95,22.47,37.25
0,1580671173.866808410,3663515973.866808410,0.00,20.00,30.00,0.319330000,0.525110000,-0.352240000,-7.95,22.47,37.25
0,1580671174.866596220,3663515974.866596220,0.00,20.00,30.00,0.319120000,0.524870000,-0.352480000,-7.95,22.47,37.25
0,1580671175.866521360,3663515975.866521360,0.00,20.00,30.00,0.319120000,0.524870000,-0.352480000,-7.95,22.47,37.25
1,1580671178.290683270,3663515978.290683270,0.00,20.00,30.00,0.319330000,0.525110000,-0.352240000,-7.95,22.47,37.25
1,1580671179.292299750,3663515979.292299750,0.00,20.00,30.00,0.319120000,0.524870000,-0.352470000,-7.95,22.47,37.25
1,1580671180.291544910,3663515980.291544910,0.00,20.00,30.00,0.319130000,0.524870000,-0.352480000,-7.95,22.47,37.25
1,1580671181.291960720,3663515981.291960720,0.00,20.00,30.00,0.319340000,0.525110000,-0.352250000,-7.95,22.47,37.25
1,1580671182.291601180,3663515982.291601180,0.00,20.00,30.00,0.319130000,0.524830000,-0.352510000,-7.95,22.47,37.25
2,1580671324.922148700,3663516124.922148700,20.00,120.00,30.00,0.319240000,0.524530000,-0.352280000,20.00,107.21,36.70
2,1580671325.921692370,3663516125.921692370,20.00,120.00,30.00,0.319180000,0.524660000,-0.352290000,20.00,107.21,36.70
2,1580671326.921566010,3663516126.921566010,20.00,120.00,30.00,0.319390000,0.524960000,-0.352070000,20.00,107.21,36.70
2,1580671327.921815390,3663516127.921815390,20.00,120.00,30.00,0.319170000,0.524710000,-0.352310000,20.00,107.21,36.70
2,1580671328.921963210,3663516128.921963210,20.00,120.00,30.00,0.319180000,0.524710000,-0.352300000,20.00,107.21,36.70
3,1580671339.026812550,3663516139.026812550,60.00,120.00,30.00,0.146535000,0.700780000,0.062764000,60.00,107.21,36.70
3,1580671340.026509280,3663516140.026509280,60.00,120.00,30.00,0.146515000,0.700810000,0.062693000,60.00,107.21,36.70
3,1580671341.028077600,3663516141.028077600,60.00,120.00,30.00,0.146502000,0.700790000,0.062667000,60.00,107.21,36.70
3,1580671342.028044220,3663516142.028044220,60.00,120.00,30.00,0.146499000,0.700800000,0.062663000,60.00,107.21,36.70
3,1580671343.027841090,3663516143.027841090,60.00,120.00,30.00,0.146707000,0.701050000,0.062921000,60.00,107.21,36.70
4,1580671350.962758540,3663516150.962758540,100.00,120.00,30.00,0.501810000,0.779510000,0.383430000,100.00,107.21,36.70
4,1580671351.962811470,3663516151.962811470,100.00,120.00,30.00,0.501900000,0.779730000,0.383600000,100.00,107.21,36.70
4,1580671352.963975910,3663516152.963975910,100.00,120.00,30.00,0.501640000,0.779480000,0.383360000,100.00,107.21,36.70
4,1580671353.964141850,3663516153.964141840,100.00,120.00,30.00,0.501630000,0.779490000,0.383350000,100.00,107.21,36.70
4,1580671354.963967320,3663516154.963967320,100.00,120.00,30.00,0.501890000,0.779730000,0.383630000,100.00,107.21,36.70
5,1580671361.955101970,3663516161.955101970,140.00,120.00,30.00,1.022850000,0.731970000,0.081763000,140.00,107.21,36.70
5,1580671362.954875950,3663516162.954875940,140.00,120.00,30.00,1.022700000,0.731990000,0.081777000,140.00,107.21,36.70
5,1580671363.954528330,3663516163.954528330,140.00,120.00,30.00,1.022680000,0.731960000,0.081760000,140.00,107.21,36.70
5,1580671364.955213070,3663516164.955213070,140.00,120.00,30.00,1.022680000,0.731960000,0.081746000,140.00,107.21,36.70
5,1580671365.955165390,3663516165.955165380,140.00,120.00,30.00,1.022720000,0.731960000,0.081705000,140.00,107.21,36.70
6,1580671373.274416920,3663516173.274416920,180.00,120.00,30.00,1.117830000,0.624100000,-0.583620000,180.00,107.21,36.70
6,1580671374.275218490,3663516174.275218490,180.00,120.00,30.00,1.117950000,0.624070000,-0.583650000,180.00,107.21,36.70
6,1580671375.276064870,3663516175.276064870,180.00,120.00,30.00,1.117930000,0.624050000,-0.583610000,180.00,107.21,36.70
6,1580671376.276186470,3663516176.276186460,180.00,120.00,30.00,1.117920000,0.624160000,-0.583480000,180.00,107.21,36.70
6,1580671377.275849340,3663516177.275849340,180.00,120.00,30.00,1.117940000,0.624080000,-0.583570000,180.00,107.21,36.70
7,1580671443.795212270,3663516243.795212270,180.00,120.00,60.00,0.730910000,0.570870000,-0.559390000,180.00,107.21,66.90
7,1580671444.794758320,3663516244.794758320,180.00,120.00,60.00,0.731170000,0.571100000,-0.559110000,180.00,107.21,66.90
7,1580671445.794546600,3663516245.794546600,180.00,120.00,60.00,0.730950000,0.570830000,-0.559380000,180.00,107.21,66.90
7,1580671446.795281890,3663516246.795281890,180.00,120.00,60.00,0.730930000,0.570840000,-0.559370000,180.00,107.21,66.90
7,1580671447.795331000,3663516247.795331000,180.00,120.00,60.00,0.731160000,0.571150000,-0.559090000,180.00,107.21,66.90
8,1580671454.250499250,3663516254.250499250,140.00,120.00,60.00,0.694630000,0.633460000,-0.210830000,140.00,107.21,66.90
8,1580671455.250851630,3663516255.250851630,140.00,120.00,60.00,0.694910000,0.633660000,-0.210630000,140.00,107.21,66.90
8,1580671456.251020430,3663516256.251020430,140.00,120.00,60.00,0.694700000,0.633400000,-0.210890000,140.00,107.21,66.90
8,1580671457.252130980,3663516257.252130980,140.00,120.00,60.00,0.694670000,0.633380000,-0.210880000,140.00,107.21,66.90
